Timestamps,Content
00:14:47.000 --> 00:15:10.000,这就是教会的李一年的基本的结构。所以我们在组织材料来进行准备金崇拜的时候教会基本上要从至少两部不同的书中要来挑选赞美诗一个是因为每一个日子它既属于这个可移动的循环就是在这个阴
00:15:10.000 --> 00:15:36.000,历中它他他他有有有规定，要纪念某某某些某些日子，但同时这个日子，它又属于不可移动的年的循环，比如说在这个日子里，按照杨莉，这一天我们需要纪念基督和诞辰女的哪些主，要的事件或者是纪念哪些
00:15:36.000 --> 00:15:43.000,圣徒。所以在政教的礼仪崇拜其实是一个非常复杂的，是一个非常专门的。
00:15:43.000 --> 00:15:47.000,一个一个一个知识和技能。
00:15:47.000 --> 00:15:54.000,那么在在这个框架结构基础中，呢，我们就会看到大摘器，它处于的。
00:15:54.000 --> 00:16:18.000,这个这个处于这个这个位置，对吧？那么大家按照我说的，他的整体的构造是以一种行径的方式，我们在朝著复活来行进复活和五旬节期它的总体的这个样貌就是就是像三个三个山峰一样，有三个主要的节日就是
00:16:18.000 --> 00:16:40.000,复活节升天节，圣灵降临节，然后圣灵降临后，这个八一书他他所管辖的这个很长的阶段其实他是也有一个高峰的一个一个巅峰的也就是复活不是你就是这个圣诞节然后是煮寿洗劫对吧。
00:16:40.000 --> 00:16:46.000,就神圣节，然后还有2月2日的基督授割礼和禁电。
00:16:46.000 --> 00:17:06.000,这样三个节日，就是这三个节日就形成了一个小的巅峰，就是我们说的八一书这个盛名降临节后，这个期间他的这个主主体的这个这个形态这个样态和走势那么大家期崇拜他是有自己独特的结构和特色的我想
00:17:06.000 --> 00:17:18.000,首先把这个结构给大家概括地介绍一下这个大家可能都知道，因为每一年呢都有这个大摘器的，这个怎么说呢？
00:17:18.000 --> 00:17:23.000,叫什么图啊？地图或者是这个行进的这个线路图对吧？
00:17:23.000 --> 00:17:46.000,大斋七之前有三周的预备期，这三周的预备期是有四个主日每一个主日有一个特殊的主题，教会在这三周里，步一步，地使我们能够慢慢地进入大摘状态首先就是法律塞人和税利的主日也就是上一个主日他
00:17:46.000 --> 00:17:57.000,就交给我们如何真正的悔改。那么这个这个主日叫做浪子，主，日主要的主题呢？
00:17:57.000 --> 00:17:58.000,就是也是悔改，就是回头。我们现在属于放逐的日子，那么要回头，然后下一个是最后审判主。
00:17:58.000 --> 00:18:28.000,日，让我们记住最后的审判，然后最后一个是宽恕日，也是先祖亚当和夏娃被烛纪念，日也就是说，他就定义了我们人类或者每一个基督徒还有人类所在的处境我们的处境就是从乐园中被放逐出去正在走，在向天国回归的路，
00:18:31.000 --> 00:18:52.000,上。那么基督呢？是与我们共同的行径。我们行进的目标就是它的复活也就是人类的复活这三周是预备期，然后大家去开始一共有六大摘器，一共有六周大灾期每一个主日也被赋予了，一个特殊的，主题那么大家可以
00:18:52.000 --> 00:19:16.000,看在这个六周中，的中间啊，就大灾区的中途在我们行进的中途这个主题是扣拜剩十字架说我们虽然行进在矿业中但是我们已经能够看到主的十字架了也就是我们的希望所在那么除此之外第一主日
00:19:16.000 --> 00:19:23.000,他的主题是政教的得胜。第二主日呢？是纪念圣
00:19:23.000 --> 00:19:46.000,格列高丽帕拉玛斯第四主日呢，是纪念圣天梯约翰第五主日，是埃及的圣玛利亚后大斋期的结束日是圣芝主日就是主进程进耶路撒冷的主日大家可以看到其实教会在大家A期的这个主题它是经过历史的演变
00:19:46.000 --> 00:19:52.000,的，后，有些有些对圣人的纪念是在后期就是中世纪的后期。
00:19:52.000 --> 00:19:58.000,十世纪，11世纪。在15世纪之前一步一步地形成这样的一个框架。
00:19:58.000 --> 00:20:11.000,比如说，圣戈雷，高利，帕拉马斯，还有圣天提，约翰但是大家可以看到他们的主题其实有一个一致的部分就是告诉我们如何的准备在大灾期中准备这样的一个在在旷野的旅程对吧。
00:20:11.000 --> 00:20:32.000,有有这个？苦修主义，比如说天梯，约翰讲的就是如何灵修，然后还有埃及的圣玛利亚那么至于圣戈雷高利帕拉马斯他主要是代表的也是政教的一种政教属灵的传统的它的得胜然后呢？
00:20:32.000 --> 00:20:59.000,这个我刚才说的哈，这个三，送点他他的最后一周就是圣周就是在复活节前的一种这个是三送点，节，气的结构大灾区就是在这个中心可以说大摘这个预备期三周是为大斋期做准备大斋期是为圣周做准备
00:20:59.000 --> 00:21:11.000,而圣周是为复活做准备，可以看出来，教会在在这个形成这样的一个礼仪结构和形状的。
00:21:11.000 --> 00:21:26.000,这个传统中是有非常怎么说呢？非常自信的考量的，要一步一步的把我们引到领到这个季度的复活的十字架前和他的复活。
00:21:26.000 --> 00:21:39.000,大家心的崇拜，也有自己非常独特的特色。我说的他崇拜的特色之所以独特呢，就是因为他和大斋期之外的正教的崇拜是完全不一样的首先呢？
00:21:39.000 --> 00:21:46.000,他的底色是用，是是是是梅曼神父的话说是明亮的哀伤。
00:21:46.000 --> 00:21:51.000,什么是哀伤呢？因为我们现在在放逐之中。
00:21:51.000 --> 00:21:56.000,所以主要是要悔改，但是这个哀伤的不是一种自联。
00:21:56.000 --> 00:22:02.000,怎么说呢？一种。自暴自弃，而是一种带着希望的。
00:22:02.000 --> 00:22:22.000,但是希望，因为我们知道基督已经复活了，已经是人类和他一起复活了，所以是带着希望的因此他是明亮的哀伤，那除此除了，这个底色它是一个特色，之外在崇拜中我们使用的经文和礼文也非常有特色主要是
00:22:22.000 --> 00:22:29.000,以就约为取向。大家可能知道，在政教的这个礼仪中，我们也读经的对吧？
00:22:29.000 --> 00:22:47.000,但是主要呢是圣勇，盛勇是非常非常重要的禁书。除此之外，呢，主要如果是整篇整篇的读的话，在其他的节期主要是使图书信和福音书因为什么呢？
00:22:47.000 --> 00:22:58.000,因为季度已经入我们同在了嘛。圣灵已经降临了嘛，我们已经生活在虽然属地但已经已经加入到天上的崇拜了，吗？
00:22:58.000 --> 00:23:14.000,因此是主要是新约的，但是在大灾区呢，教会又回到了救援时代，成为了救援时代的以色列就是我们仍然在旷野中行进所以经文和李文在这个节气之中也是以就约为取向的所以大家如果看那个怎么说呢？
00:23:14.000 --> 00:23:33.000,叫经文选集我不知道这个中文是怎么翻译的，大家就可以看到在这个期间我们读的都是旧约而在其他的，节期都是使使图书信和逢运书都是戏约那么除了。
00:23:33.000 --> 00:23:54.000,这个经文和李文还有他的底色。我所说到的以外，还有一点就是大家期的崇拜有他独特的仪轨，和主题那么首先大家就会发现除了安息日也是礼拜六和主日之外其他的日子是不允许举行胜利仪的那么这个逻辑
00:23:54.000 --> 00:24:01.000,是很清楚的，因为我们还在旷野中行进嘛，我们还在等待这个弥撒亚的降临对吧？
00:24:01.000 --> 00:24:16.000,所以就是这个新郎还没有到我们在我们在预备自己，然后在他来到的时候能够去参加他的婚宴，所以在在这个这时候大家是在在斋戒的。
00:24:16.000 --> 00:24:26.000,在灾斋戒的，再过苦修的生活，因为我们要准备好自己来迎接他的来所以在这个期间呢？
00:24:26.000 --> 00:24:30.000,教会不举行礼仪。那么为什么安心日和主日除外呢？
00:24:30.000 --> 00:24:35.000,因为安心日和主日一直就是在说是庆日，特殊的日子，对吧？
00:24:35.000 --> 00:24:53.000,按希日是大，是就是过去犹太教的最神圣的日子。那么这个神圣性在在基督教会，中一直是被保留著的尽管主日是更为重要的因为主日他永远是复活日对吧。
00:24:53.000 --> 00:24:57.000,所以他是不属于时间之内的，他也不属于大灾区之内的。
00:24:57.000 --> 00:25:04.000,大家要注意大灾区40天是不包括星期六和星期日的，他们不算在内。
00:25:04.000 --> 00:25:31.000,还有呢，我除了这个，这一个规定以外，平日就是从周一到周四教会还要举行他他的崇拜的主要的形式是摘七的大阪岛这个大阪岛和平常的晚岛有不同的内容不同的赞美诗有不同的这个悼词周三和周五一般情
00:25:31.000 --> 00:25:55.000,况下，教会举行预先祝圣的礼仪。所谓预先祝圣的礼仪，就是迪穆克，然后加上一个圣餐礼但这个圣餐里不是在不是我们平常说，的divine， litage，那种女胜利因为它的这个圣体血是在前一个主日预先祝圣好的在这里只是一个分发的过
00:25:55.000 --> 00:26:15.000,程把它分给来祈祷的来崇拜的人。为什么呢？因为大家，知道我们在大斋七基督徒是斋戒的就是不光是不吃肉不吃奶制品不吃不吃不吃油不吃不喝酒。
00:26:15.000 --> 00:26:27.000,还有很多的信徒，甚至，怎么说呢，一天只是在日落之后才吃一点东西，但是我们依靠的。
00:26:27.000 --> 00:26:36.000,是是天主本身，所以这个预先祝圣的礼仪实际上就是在矿业中行进中的。
00:26:36.000 --> 00:26:59.000,马纳对吧。那种从从天天上而来的食物来来使我们能够完成这样的一种一种行程周五还周五一般是小阪岛这个小玩岛的形势在在这个大斋期是圣母辅佐辞那么可大家可能不太熟悉这个圣
00:26:59.000 --> 00:27:05.000,母副作词是什么样的一个形式，其实它就是一种一种赞美师的形式。
00:27:05.000 --> 00:27:24.000,好像在香港的那个政教出版社，他们，他们的网站上圣母辅佐辞好像已经翻译出来了翻译成中文了，大家可以看一看查一查看有没有应该可以免费的下载那么除此之外，还有一个特点就是大斋期期间的第一周周一
00:27:24.000 --> 00:27:46.000,周二周三周四和第五周的周四大阪岛当中，我们要在教会在教堂诵读课里特岛的圣安德烈的赠送点这是也是一种赞美式的形式非常的非常长那么这这个这个圣送别人只是在大斋期的时候在教堂里。
00:27:46.000 --> 00:27:52.000,怎么说呢？在礼仪崇拜中把它把它唱出来，或者读出来。
00:27:52.000 --> 00:28:13.000,还有就是第五周周四在我们读圣安德烈胜送点之中，还有穿插著读埃及的圣玛丽的生平大家可以看到所以这些主题和仪轨和前面所说的他的这个结构框架结构是相辅相成的。
00:28:13.000 --> 00:28:18.000,我讲到这里，大家有什么疑问吗？有什么问题要要问的吗？
00:28:18.000 --> 00:28:32.000,如果是简短的可以回答的话，咱们就简单的回答一下，然后再继再再继续要是长的话可以留在后面。
00:28:32.000 --> 00:28:36.000,那问一下这个储存是是哪一周来就？
00:28:36.000 --> 00:28:38.000,啊你再说一遍。
00:28:38.000 --> 00:28:45.000,就是这上面不是有个除庆楚庆日吗？是哪一周？
00:28:45.000 --> 00:28:46.000,我以为是。
00:28:46.000 --> 00:28:58.000,除了除了庆日以外，所谓的庆日就是就是胜日。除了我，除了庆日以外，不举行胜利仪。
00:28:58.000 --> 00:29:01.000,没有哈，那我，那我可以继续吧。
00:29:01.000 --> 00:29:03.000,那继续吧。
00:29:03.000 --> 00:29:10.000,好的，那咱们就现在就介入主题了，这个主题就是大灾期崇拜中的圣经？
00:29:10.000 --> 00:29:25.000,在这里，我只要想给大家强调的就是圣经和礼仪崇拜之间的紧密的关系，那么在大灾期之中呢这个关系是得到深化的大家可以看到我从从我举的。
00:29:25.000 --> 00:29:38.000,例子，中可以看到我本人认为在大灾期的崇拜中，圣经最起码有四个方面在他的使用和他的意义啊等等他的作用啊。
00:29:38.000 --> 00:30:04.000,之中，有四种不同的体现。首先呢，就是怎么说呢？我们经常说的totalelectial就是经书的整读大家知道每每一天教会都都规定了在这个圣经要要要要他刻哈就是就是今天要读的经经文有哪些章节在我
00:30:04.000 --> 00:30:28.000,们的那个lionary，在那个集子里面都有，但是在在这个在这个大灾期，因为它是复活的预备期，大家可以发现整读的这些经书一共有三步，都是在就业里面的分别是创世纪以塞亚书和真言路为什么是这三部
00:30:28.000 --> 00:30:37.000,书呢？为什么在这个阶段，这个节期我们要去读就约中的经书，而不是像其他的节期读信约的经书呢？
00:30:37.000 --> 00:30:55.000,这个主要是由有一种有历史的原因在里面，因为大家知道这个大斋期从历史上来说是木道有准备受洗的，日子就是在这40天中他们要接受。
00:30:55.000 --> 00:31:16.000,很多的教导他们要学习信仰，然后在复活节的前一夜和基督徒一起赴死，然后复活所以其实，是他们就是说大家既是他们的学，校他们在这里学习，他们信仰的最基本的东西，从圣经开始创世纪以塞亚书和真言路
00:31:16.000 --> 00:31:24.000,分别来自就约的三个部分，一个是摩西的墨西哥叫什么绿法书对吧？
00:31:24.000 --> 00:31:33.000,创世纪律法书的第一步。那么以色列书呢，是先知书最最典型的代表最重要的代表。
00:31:33.000 --> 00:31:43.000,这一年，路是智慧书，智慧传统中最重要的，最基本，的，最基础的一个代表所以我们可以说从象征的意义来说创世纪以色。
00:31:43.000 --> 00:31:50.000,列书和真言录就代表了耶稣所说的魔戏，武术和先知书，还有智慧。
00:31:50.000 --> 00:32:06.000,书。他们所强调的，他们讲述的都是基督，所以，它是一个历史的原因因为它是募到油在准备接受受洗钱，的这样受培训受教育，的，这样一个阶段一个节气，那么？
00:32:06.000 --> 00:32:19.000,不光是木道，有每一个基督徒，每一个督徒在这个大灾期其实都是一个重新回到教会的学校去重新了解自己信仰的这样一个过程。
00:32:19.000 --> 00:32:26.000,所以整个教会都在重温这三部三部金属创世纪以参亚书和真言录。
00:32:26.000 --> 00:32:27.000,那么同时呢，创世纪以色列书和真言路也是怎么说呢？
00:32:27.000 --> 00:32:41.000,给我们很多启示，因为他们预表了耶稣基督的到来。
00:32:41.000 --> 00:32:52.000,在创世技术中，它不光是一个怎么说，就是亚博拉罕和伊萨克和和以色列的这一个历史的传统，他通过过去的这些先父们的故事其实预表了。
00:32:52.000 --> 00:33:13.000,基督徒的到来。比如说在创世纪中，在政教中最重要的，最著名的这个故事哈除了前面的那个创始有亚当科夏娃在在乐园被逐出乐园这样的一些记录之外呢？
00:33:13.000 --> 00:33:20.000,那就是亚布拉罕和伊萨克。伊萨克。
00:33:20.000 --> 00:33:28.000,差一点就被献祭那段故事就是创世纪第22章的故事，那么他就预表了胜负。
00:33:28.000 --> 00:33:35.000,把自己的圣旨现出来，为了人类的救赎而牺牲了圣子。
00:33:35.000 --> 00:33:53.000,这样的一个一个救恩的计划。还有呢？就是在在这个大家其中，在教会中要要读创世纪第37章到第55章也就是
00:33:53.000 --> 00:34:03.000,圣约瑟的故事，大家都应该非常熟悉。圣约瑟的故事，甚至大斋期的第一个周一纪念就是圣约瑟为什么呢？
00:34:03.000 --> 00:34:12.000,因为圣约瑟的故事就是基督徒为代人受难来拯救整个世界的这样，一个预表。
00:34:12.000 --> 00:34:32.000,我在这里不想多说了，大家可以可以。自己读一下，或者是哪些朋友如果熟悉的话咱们一会儿在讨论的时候可以可以可以来分享那么以赛亚洲也是ec 2 书是在新约中除了，圣母书盛永集以外被最多的来
00:34:32.000 --> 00:34:40.000,引用的先知书。他其中关于耶稣纪录的预言是非常非常多的，非常丰富的因此也是一个非常重要的一部书，真言路呢？
00:34:40.000 --> 00:34:49.000,是怎么说呢？是一一个，这个，这个智慧的入本书，对吧？
00:34:49.000 --> 00:35:11.000,那么智慧的开端就是对天主的敬畏。那真言路里其实就讲到了人的怎么样做有道德的有智慧的生活所以大家可以看他他这个这三部经书他从象征意，义上来说，从实际意义上来说，还有从怎么说呢？
00:35:11.000 --> 00:35:28.000,以基督为中心的这样解经的这样的角度来说，是非常典型的禁书，因此在复活节预备期被整个教会用来一个基督徒都要重温的功课除了。
00:35:28.000 --> 00:35:49.000,经收整读以外，还有第二种经书在崇拜中的作用就是等一下我再总结一下啊所以从这三部经书的挑选来说我们可以看在这个大斋期阅读经文的作用可以说主要是提醒我们人类与上帝的疏远是我们现在的
00:35:49.000 --> 00:35:58.000,处境，就是在放逐之中。所以创世纪的头三章所讲述的，他呼吁我们要回改，并为我们重建。
00:35:58.000 --> 00:36:05.000,与神的关系做好准备。还有就是让我们重新学习和加深我们的信仰，然后呢？
00:36:05.000 --> 00:36:10.000,通过阅读经书来构建这个旷野之旅。
00:36:10.000 --> 00:36:30.000,实际上就是我们还是在通往英举之地的路上。另一方面就是使我们能够充满一种饥渴和和期待期待的季季度的到来也就是在复活节的时候那么第二种就是这个圣经的使用在大家系崇拜症的使用就是
00:36:30.000 --> 00:36:42.000,他被重新赋予了活生生的处境，那我的意思是这样子的，比如说我们现在读旧约我们会觉得他非常的陌生为什么呢？
00:36:42.000 --> 00:36:50.000,因为他所它所反映的当时的历史年代，还有它的社会啊，文化啊。
00:36:50.000 --> 00:36:58.000,这个宗教的习俗等等等等。他本来有他自己的处境，他生活的处境。
00:36:58.000 --> 00:37:02.000,然而，那些处境对我们来说是非常遥远的，甚至是遥不可及的。
00:37:02.000 --> 00:37:09.000,所以我们在读圣经的时候，如何才能把它变成我们自己的处境？
00:37:09.000 --> 00:37:14.000,那么李一崇拜就就就为经书重新赋予了活生生的处境。
00:37:14.000 --> 00:37:22.000,我给大家举一个例子，在这个大斋期的时候，每一个周，周，周周四对吧？
00:37:22.000 --> 00:37:34.000,基本上是这样子的，我们有大阪岛。在大阪岛中有一个特殊的赞美诗，这个在美式的就叫做天主与我们同在。
00:37:34.000 --> 00:37:36.000,God is with us.
00:37:36.000 --> 00:37:45.000,那么熟悉经文的大，这个朋友们就会知道，这个其实就是email l emanuel该怎么翻译的。
00:37:45.000 --> 00:37:59.000,伊玛努尔是吧？天主义，我们同在，他，他是这样唱的，我给大家读一下，我想，大家告诉我他是出自哪本，经，书，他这个原来的经文是哪哪一部，经书，他是这样。
00:37:59.000 --> 00:38:16.000,唱的，听，读于我们同在万邦啊，你们要知道，并且要被击败，因为天主与我们同在听着所有指导地级，的人们你们即便强大甚至再次强大也要被击败因为天主与我们同在无论你们有何权某天株也将使其烟消云散。
00:38:16.000 --> 00:38:34.000,无论你们有何言论，也不会立足，因为天主与我们同在，我们不会恐惧，也不会焦虑因为天主义我们同在我信靠他他是他使我称圣因为天，主，与我们同在是的我信信靠他我将由他而得救因为天主与我们同在看了我和天
00:38:34.000 --> 00:38:52.000,主，赐与我的子民因为天主与我们同在，然后继续走在黑黑暗中的人们看到了大光，明，因为天主与我们同在，们在死亡的国度和阴影中的人们有光亮照亮了我们因为天主与我们同在因为有一个婴儿被我们诞生有一个
