Timestamps,Content
00:03:40.000 --> 00:04:02.000,经偏离了。宗教改革时期约翰加尔文的这种国家的治理模式，那么政府对宗教是完全放任不管的就是无论你是异端也好是其他宗教也好都是不管的一个态度他就是。
00:04:02.000 --> 00:04:03.000,那我们甚至可以说，现在的民主国家已经不是基督教的一个赞助赞助人了。
00:04:03.000 --> 00:04:16.000,它。总体来说，现在民主国家的分歧是在摒弃这个基督教的传统和资源。
00:04:16.000 --> 00:04:41.000,那么这个希腊之所以这样做是效法了欧美的一些情况，所以就这样子大家不要觉得惊，奇正体是很不一样的，这里是关于这个希腊政府为什么赞成同性婚姻的关于一个简短的评论所以我我对这个这种国家
00:04:41.000 --> 00:05:02.000,教会的拜年模式的这种说法呢？我个人是还是持一个保留的意见，我并不觉得现在希腊或sbc的政府跟半量庭时期完全是一样的不是哈他情况是不一样的第三个是东欧的正教会直到近期还受共产
00:05:02.000 --> 00:05:25.000,主义者的管理面临着或多或少的严重破坏，是五种内心中人数最多的一种，包括俄罗斯塞尔维亚罗马尼亚保加利亚这个格鲁吉亚波兰阿尔巴尼亚斯洛伐克捷克斯洛伐克的教会在今天有全世界大概有百分
00:05:25.000 --> 00:05:39.000,之85以上的政教组，也就是说，第三类就是在东欧的真教会国家的镇教徒人数是最多的。
00:05:39.000 --> 00:05:53.000,那么第四类是流亡者，或者说散居在西方世界的政教徒的团体，他们主要是通过移民啊，或者被流放还有他们的后裔居住，的地方。
00:05:53.000 --> 00:05:54.000,Let me tell you something about.
00:05:54.000 --> 00:06:24.000,那最后的第五种呢？是正教内部一些小的传教活动，比如说包括东非日本中国俄国其他的这些国家那么这些这五个团体的总共人数大概有。
00:06:24.000 --> 00:06:40.000,"150至2,000,000。也就是应该是1000100,000,000，1.5亿到200,000,000之间吧，大概大概是这样的一个人口。"
00:06:40.000 --> 00:06:55.000,"等一下一百五一百五十万，1,500,000，1,500,000对应该就是1.5亿到200,000,000之间，的一个正交通，人数。"
00:06:55.000 --> 00:07:03.000,"那么其中有大概50，50,000,000，那就是50,000,000到80,000,000的。"
00:07:03.000 --> 00:07:09.000,"那是其中有5000到80,000,000，大概是一半，差不多一半以上吧。"
00:07:09.000 --> 00:07:31.000,一半多一点，不到一半啊，不到一半的时间是积极参与这个正教的信仰的，也就是说他可能每个主日去参加的你可见我们看看不到一半的人是真正的去实践这个政治教信仰这个是它的一个大体的考量，当然这个数
00:07:31.000 --> 00:07:40.000,据来源没有法确定，但是我们相信维吾尔主教的判断基本上不会太大，所以从人口和规模上我们也看到哈。
00:07:40.000 --> 00:07:44.000,Sarah.
00:07:44.000 --> 00:07:55.000,正教会的人数是比较少的，我们说可能全世界有大概二十二十多亿的这个基督基督徒的，人数那其中大部分的呢？
00:07:55.000 --> 00:08:08.000,"是天理教徒和新教徒的，那么正教徒可能占不到200,000,000的人口，大概就是这样子。"
00:08:08.000 --> 00:08:12.000,他们继续往下。
00:08:12.000 --> 00:08:31.000,好，我们在这里面，它会分成几个区域哈，就是因为它介绍的是希腊就是最古老的四大的这个宗主教区情况，所以本张将探讨五个团体当中前两种生活在穆斯林环境的希腊人和阿拉伯人还有仍然属于本质为
00:08:31.000 --> 00:08:52.000,国家教会的希腊人，这个这一点我不是很认同哈下张会介绍居住在通常所谓的第二世界，现在已经消失的这个就是正教徒接下来一张将研究这个散居在世界各地的政治教主。
00:08:52.000 --> 00:08:57.000,那么第一个我们看到的是中式坦丁堡的。宗主教区的情况，那么线区重视坦丁堡呢？
00:08:57.000 --> 00:09:10.000,大概有240个主教辖区那么相比以前来说，今天的规模算是比较小了。
00:09:10.000 --> 00:09:36.000,那么现在接受中石打金宝这种主叫辖区的有以下几个地方，一个是土耳其另外一个是克里特岛和这个就是多德卡尼斯重蹈，那还有所有流亡，的就是在在外的一些这个希腊人以及某些特定的俄
00:09:36.000 --> 00:09:47.000,罗斯，乌克兰波兰，阿尔巴尼亚的这些重提呢？也有可能受到这个中式坦丁堡跟主教的管辖。
00:09:47.000 --> 00:10:00.000,啊，那么阿索斯山肯定是属于这个中间环保的管辖范围，那么还有一个国家是芬兰地区的，教族，是属于正式谈兵保的网站范围。
00:10:00.000 --> 00:10:08.000,那么他在这里面总结，哈额在位于中石坦丁堡中主教区的宗教人口的数量呢？
00:10:08.000 --> 00:10:12.000,"大概是6,000,000人口。"
00:10:12.000 --> 00:10:27.000,"那么其中有一半的人啊。居住在北美是居住在北美的希腊里，也就是说在这个6,000,000里面大概在美国，的腊，级的，就是希腊，政教会也就是我出来的这个。"
00:10:27.000 --> 00:10:31.000,"Holy Cross, Clinic College."
00:10:31.000 --> 00:10:53.000,"啊这个大概呢，占了一半，也就是在美国的希腊政教徒大概有3,000,000，那么它是属于这个管辖，好我们继续看看当20，世纪的情况在20世纪初也就是一九1900年开始他们土耳。"
00:10:53.000 --> 00:11:04.000,"其拥有将近2,000,000希腊政教组，包括中式坦丁堡，也就是现在的伊斯坦布尔对。"
00:11:04.000 --> 00:11:13.000,一个1922年在小雅戏亚遭受灾难性失败以后，这些希腊人的很大一部分被屠杀。
00:11:13.000 --> 00:11:21.000,有一个叫世麦拿是没拿我们我们那个早期教会叫市梅拿的地方呢？
00:11:21.000 --> 00:11:24.000,尤其严重。
00:11:24.000 --> 00:11:30.000,就这个地方。屠杀的情况尤其严重。所以我们看到啊，20世纪的时候。
00:11:30.000 --> 00:11:36.000,穆斯林人针对这个他辖区的基督徒的屠杀活动就已经有发生。
00:11:36.000 --> 00:12:01.000,那么在这里面在简短的评论下，它之前对进步的屠杀情况那么，我之前讲到伊斯兰教下的基督教的时候，我就跟大家说，过还要整替一次嘛伊斯兰如果说，是屠杀基督徒的手号手号的宗教我觉得一点都不维
00:12:01.000 --> 00:12:09.000,护伊斯兰是唯一一个就是对基督徒的压迫和屠杀。
00:12:09.000 --> 00:12:27.000,长达上千元，并且他在宗教政策从来没有改变过的，这样一个宗教或者说国家，团，体，因为它是相对来说是政教会议的团体在中国对这种情况是不一样的中国情况我们回顾一下比如说在长桥的时候那允许减教的
00:12:27.000 --> 00:12:39.000,时候，那么它就是允许的请教就发展很好。但它逼迫紧急的时候紧叫撤出来了，那政治环境不允许后来到了，民代他又那个海港城市，又稍微开放一点出口的时候呢？
00:12:39.000 --> 00:12:56.000,就有天主教徒信教徒慢慢的去传到中国。所以，它对它的宗教政策是变化的但是在伊斯兰的这个国家的统治之下它的宗教政策是从没有变化，它不会变化，它也不可能变化，从我了。
00:12:56.000 --> 00:13:15.000,解的历史来看，它对基督教的政策就是边缘化啊，用各种政策排挤你到排挤到少数派的时候就可以像现在这里描述，的一样屠杀就是你们是少，数群体我们一旦这个意思难民族主义啊，起来以后我们就屠杀其他的，其他
00:13:15.000 --> 00:13:19.000,宗教的少数主义就是这样子的。
00:13:19.000 --> 00:13:22.000,Hmm okay.
00:13:22.000 --> 00:13:41.000,所以这个发生在1922年的这个屠杀运动其实不只是希腊，正教徒了，我们如果再简单地评论一下的话，也包括说，叙利亚语，的这个基督徒啊，说亚美尼亚语的基督徒说科普特语的基督徒都在同一时期呢？
00:13:41.000 --> 00:13:47.000,不同程度遭受了这些伊斯兰的所谓爱国主义也好，民族主义也好啊，还是宗教主义也。
00:13:47.000 --> 00:14:06.000,很屠杀，导致大量的。亚美尼亚的基督徒，叙利亚的基督徒库特的基督徒，那甚至slb的基督徒，他们就逃亡到了这个英国或者美国逃亡到当所以现在我们说叙利亚是一个难民国家它就是尤其是基督徒是
00:14:06.000 --> 00:14:12.000,这样遭到了残酷人道的侵袭。
00:14:12.000 --> 00:14:31.000,好，我们再看在后面voice wants as follow，那更糟糕的情况呢，还在后面按照洛杉条约1923年7月规定的人口交换所有镇教徒都被驱逐到希腊成千上万人死在路上保留不动的只有伊斯坦布尔以及周边地区的希腊人
00:14:31.000 --> 00:14:44.000,接在伊斯坦布尔，他们还要受到多种限制，除了宗主教本人不允许正教神职人员穿教服上街，但同样规定也是用穆斯林神职人员。
00:14:44.000 --> 00:14:51.000,所以他们针对正校组织自屠杀，然后在这个人口交换的协议的时候呢？
00:14:51.000 --> 00:15:01.000,这个迁徙过程中有大量的正交途径死在路上。
00:15:01.000 --> 00:15:15.000,20世纪50年代，由于塞浦路斯与希腊联合的行动，激怒了土耳其人伊斯坦布尔的希腊人面临着更为恶化的环境。
00:15:15.000 --> 00:15:25.000,在发生于1955年9月6日的野蛮反希腊和反基督教的暴乱中，全是你80个政教教堂中的60个遭到洗，劫。
00:15:25.000 --> 00:15:48.000,和毁坏基督教的财产遭受的损失不可估量。发生大规模的强奸，还有还还有一些人上命在几个小时里土耳其政府几乎没有干涉，实际上听凭暴乱者为非作歹其后的庶民许多希腊人处于恐慌逃离，伊斯坦布
00:15:48.000 --> 00:16:00.000,尔其他人则被武力驱逐出境。到20世纪90年代早期，希腊人团体缩小到整有3000到4000人。
00:16:00.000 --> 00:16:07.000,Ok，我在这里再简短的评论一下这个。他们的这些。
00:16:07.000 --> 00:16:20.000,那么民族主义啊，破坏教堂啊，强奸女人的这个说法，那么这种这种行动其实不只是发生在他们土耳其那么他的这种行动呢？
00:16:20.000 --> 00:16:30.000,已经形成了整个欧洲。现在的欧洲的移民政策的一个倾向就是现在的欧洲涌来他接受了。
00:16:30.000 --> 00:16:34.000,大批的，那你所谓的难民，那么这些难民里面有很多人呢？
00:16:34.000 --> 00:16:43.000,是穆斯林。那么这个是我的评论哈，就是说100年前发生的事情，跟我们现在发生事，情有什么关联？
00:16:43.000 --> 00:16:49.000,那么这个移民呢，就导致了欧洲和现在的英国的伊斯兰化。
00:16:49.000 --> 00:17:00.000,现在的英国已经不是100年前被英国了，那么现在的英国发生了类似的事，情啊，就是有很多穆斯林的组织啊，他们叫做他们报著一个圣战的心态呢？
00:17:00.000 --> 00:17:12.000,会强奸。这边白人的小孩。白人的女子就是他们以为这个是圣战的一部分，他们这么做的时，候呢？
00:17:12.000 --> 00:17:18.000,我们可以在这里看到哈。很明显的，他说，目前土耳其政府几乎没有干涉，他们这种做法从来没有受到。
00:17:18.000 --> 00:17:27.000,这个伊斯兰政权，或者说他们以伊斯兰教国家占绝大多数人的国家吧。
00:17:27.000 --> 00:17:37.000,的谴责。所以，所以，这个伊斯兰呢？他们在这边不断生孩子，然后把这个很多。
00:17:37.000 --> 00:17:56.000,的。建，他们的这个清真寺有一些小镇，几乎清一色全是一次哪儿，那现在现在欧洲它面临的情况就是这样，子那么伊斯兰，内部它就有这种现象出现啊，有的，人就甚至拿着古兰经说，你们你们声称的穆斯林不是
00:17:56.000 --> 00:18:15.000,极端极端分子他们不是恐怖主义，这古兰经说的就是这样子啊，就是我看了一些视频里面所以当然也有很多比较爱国的这个英国人他们站出来就反对这些但是这个在英国已经不是主流了，那英国主流的教导是你要包
00:18:15.000 --> 00:18:24.000,容，你要仁慈很好的对待他们。这个移民问题成了整个欧洲的一个空。
00:18:24.000 --> 00:18:44.000,那如果欧洲在持续放任穆斯林进入他们的国家，那么土耳其发生在100年前的事情必然会在欧洲现在的欧洲法国德国，这些国，家，同样发生那么在这些欧洲国家，里面，我觉得唯一做得比较好，的。
00:18:44.000 --> 00:18:51.000,就是波兰，因为波兰他们有一次在采访的时候，他说，你为什么不能接纳穆斯林，他说了。
00:18:51.000 --> 00:19:13.000,一个很明显的例子，他说，我们在我已经听说过了那个我已经看到了穆斯林他们去屠杀七，个非穆斯林强奸其他非穆斯林的女人的时，候他们的政府和他们的主教哈他们的神职人员是从来不谴责这种活动
00:19:13.000 --> 00:19:16.000,的。
00:19:16.000 --> 00:19:25.000,我们不能接受它，我，我，我们这个波兰是他说我们波兰是欧洲的第一个第一个入口我，们，我们不能。
00:19:25.000 --> 00:19:33.000,接受这种情况出现，因为如果接纳穆斯林进入我们国家，吴斯林必然会干100年前所干。的。
00:19:33.000 --> 00:19:47.000,事情啊，杀掉艺术图强奸他们的妇女，把他们卖掉就这样毁坏他们的教堂那这种事情你以为你以为是在20世纪初就是1950年的时候发生过了吗？
00:19:47.000 --> 00:19:56.000,我想告诉你的是。作为一个研究请教的学者，我可以很清楚地告诉你它不是。
00:19:56.000 --> 00:20:13.000,在100年前发生的，他是在一开始的时候就发生了这些事情，他进去占领一个地方第一件事就是把当地的所有的教堂宗教建筑变成清真寺把他们的破坏，掉，抢劫掉，强奸他们妇女做各种各样的坏。
00:20:13.000 --> 00:20:20.000,事屠杀掉就是这样子，他们把这种说法呢称为圣战，成为圣战。
00:20:20.000 --> 00:20:41.000,所以你要说，中中国对中国，我们中国说对对先家地区的管理政策是怎么样子的你不能我觉得从某种意义上中国对新疆地区管理算是好的就是得限制他穆斯林的发展不限制的话有朝一日我们就会变成
00:20:41.000 --> 00:20:45.000,中国就会变成另外一个土耳其啊，就是这样子。
00:20:45.000 --> 00:21:02.000,然后这里不多说了，我们继续往下讲，今后的数年，许多我这里有讲过了，绝大多数是老人和穷人土耳其政府在20世纪60年代关闭了，纵火郊区的印刷厂它的所有出版物都被暂停位于伊斯坦布尔附近的哈
00:21:02.000 --> 00:21:23.000,尔基岛上的著名神学院1970年被迫关闭，甚至船员纵主教区将会从土耳其的土地上被局出，其实并未发生这种情况。
00:21:23.000 --> 00:21:24.000,我们继续在20在20世纪80年代，情况有了一丝好转。
00:21:24.000 --> 00:21:48.000,所谓继任允许宗主教区的主要建筑被完全重建，当成在1941年被意外销毁，1987年重建开放宗主教和主教再度获取自由出境旅行而他们的行动在此时间20余年里一直受到土耳其机人的严格限制自从哈
00:21:48.000 --> 00:21:55.000,尔滨的神学院被关闭以来，宗主教区不得不依赖克里特岛。
00:21:55.000 --> 00:22:02.000,Optimal啊，就是帕特魔岛，科里特岛，帕德摩塔，阿索斯山。
00:22:02.000 --> 00:22:03.000,Pay me.
00:22:03.000 --> 00:22:10.000,二，澳大利亚的这个神学学院在这些教育里面有两个主要的，有两个活跃的基地。
00:22:10.000 --> 00:22:14.000,在希腊维持着，是1968年在。
00:22:14.000 --> 00:22:15.000,Yeah.
00:22:15.000 --> 00:22:26.000,附加葡萄塔洞的修道院开办的宗主教研究所，他进行教父学研究出版学术月刊基业。
00:22:26.000 --> 00:22:31.000,啊，就是这个名字啊。
00:22:31.000 --> 00:22:42.000,同样于1968年在克里特岛的甘尼亚。
00:22:42.000 --> 00:22:47.000,就这个地方干粮。
00:22:47.000 --> 00:23:07.000,建立正教教研究院，特别注重社会和生态研究，还有所谓于上背礼的日内瓦附近的正教中心受受该宗主教区域管制它的特殊使命是促成政教内部之间的联系那么在这一段他基本上就介绍了。
00:23:07.000 --> 00:23:14.000,一些宗宗教区由总统过来的一些学术期刊和研究活动。
00:23:14.000 --> 00:23:30.000,我们继续往下大家还有最著名的普世权利拥有者是宗主教雅典纳格拉他的名字，在这里哈。
00:23:30.000 --> 00:23:49.000,Askin那go rs rfin ngols啊八。一成雅典那个了好吧，他是一位英勇的理想主义者，现实有两件特殊任务一是特别通过罗德会议加强不同的政教会之间的联系二是促进世界范围的基督教联合它在第二个领域的积
00:23:49.000 --> 00:24:01.000,极主动，特别是他尝试与罗马和解受到了希腊和其他地方更为保守的
00:24:01.000 --> 00:24:06.000,更为保守的正教徒的，尖锐的批评。
00:24:06.000 --> 00:24:10.000,Conservative.
00:24:10.000 --> 00:24:34.000,在这里面我简单评论一下。关于这个，这位手握的这种做法受到的批评那么在国内这种情况，已经出现了可能我的一些观点已经被贴上了，大纲主义的标签塔额他们把这个词哈专门贴了，一个词叫
00:24:34.000 --> 00:24:53.000,大纲主义当然，我在我读神学院的时候其实没有没有专门特别去学习这个。概念。我是从反而是从这些比较保守的正教徒里面获得的这个信息。
00:24:53.000 --> 00:24:58.000,那么这种情况，这种对他的批评永远存在吗？是一直存在的。
00:24:58.000 --> 00:25:18.000,那么这种情况在可能欧美的正教徒圈子倒是其实我很少听到这个词啊，不知道，是什么原因反而是我在在我推广这个平台遇到一些中国的正教徒的时候他们一直呢？
00:25:18.000 --> 00:25:24.000,会用这个标签来谴责与总统相关的一切概念吧。
00:25:24.000 --> 00:25:33.000,那么这个当然是它的历史原因的开始。那么直到如今，我们还是会看到有保守的政教徒们在谴责这位。
00:25:33.000 --> 00:25:41.000,中式产品大手幕的做法，寻求于天主教共融的做法。
00:25:41.000 --> 00:25:50.000,那么我个人的观点是这样子的，如果如果说大型主义是一个异端，那你得告诉我那到底是什么意思？
00:25:50.000 --> 00:25:54.000,哈。但是如果它不是个异端啊，那你为什么要谴责它？
00:25:54.000 --> 00:26:00.000,这种说法呢？就是说，难道。东任教寻求与天主教的共融啊？
00:26:00.000 --> 00:26:13.000,是一种错误吗？啊。在我们说他们正式分开是在13世纪以后，那么现在它寻求与它的和解和共同这个是一个异端的做法，吗？
00:26:13.000 --> 00:26:36.000,我其实不太理解这种。这种说辞，但是国内，我们国内的一些出版物以及政教徒的一些言论包甚至我可以毫不客气地说有些神父的观点是非常倾向于我们现在这里这个英文词哈conservative是保守的正教徒的观念
00:26:36.000 --> 00:26:56.000,的。我的评论就到这里。哈，我不想。都说我只是想告诉大家啊，这个conservative并没有停止它在中国现在已经蔓延到了，中国很不幸中国的政教徒我觉得第一件事情应该是去教堂你顺差结果现在中国正教徒第一件事，情就站
00:26:56.000 --> 00:27:05.000,出来批判，说什么什么大同主义加入这些事情，这个是非常不幸的哈。
00:27:05.000 --> 00:27:13.000,咱们继续往下。
00:27:13.000 --> 00:27:23.000,他的继任者宗旨叫迪米特，四号the meetings，他是和平和祷告者着力恢复信心。
00:27:23.000 --> 00:27:43.000,但基本上只是同样的基督教联合的政策，宗主教现在还在上任哈，是教会法学家他曾在罗马学习兼职与西方基督教世界进行密切联系那么这三位中主教的做法呢？
00:27:43.000 --> 00:27:56.000,对于很多保守的政教徒来说呢？就非常不看好的。他们认为自己我就说的不客气一点他们认为自己是真理的代言人然后呢？
00:27:56.000 --> 00:28:05.000,以为可以站在这个宗主教的角度呢？来，来评评论，我我个人很就算他们说，是对的我也不喜欢他们这种态度。
00:28:05.000 --> 00:28:18.000,就是批评神职人员的事情，一个平线图，天天把这种事情挂在嘴边，我觉得是不应该一个平行度应该怎么样呢？
00:28:18.000 --> 00:28:38.000,我觉得如果做重调图的话，你应该叉它实时的把日客机每天操练好，有机，会做点好事就可以了，那么这些关于这个总统还是额，童大工主还是什么事情不是你们平信托门管说白了，它主教层面都桌面都很难去，推
00:28:38.000 --> 00:28:39.000,进。
