Timestamps,Content
16:25.560 --> 16:26.320,还有
16:26.320 --> 16:27.100,路德
16:27.100 --> 16:28.120,还有在
16:28.120 --> 16:29.400,全欧
16:29.400 --> 16:30.420,各个地方
16:30.420 --> 16:32.220,就是属于
16:32.220 --> 16:34.000,天主教的地方
16:34.000 --> 16:36.560,有
16:36.560 --> 16:39.380,就是跟
16:39.380 --> 16:42.720,跟那个天主教
16:42.720 --> 16:43.480,政府
16:43.480 --> 16:44.500,可以这样说
16:44.500 --> 16:47.840,因为那时候罗马天主教是什么
16:47.880 --> 16:49.160,是一个国家
16:49.160 --> 16:51.980,他们跟那个
16:51.980 --> 16:54.020,狡猾的
16:54.020 --> 16:55.040,政治制度
16:55.040 --> 16:56.320,就是很不满
17:01.200 --> 17:01.960,右边有
17:02.220 --> 17:05.040,右边上面有马金路德的
17:05.040 --> 17:07.080,标志就是一个
17:07.080 --> 17:08.100,就是个
17:08.100 --> 17:10.400,玫瑰
17:10.400 --> 17:12.460,就是里面有一个
17:12.460 --> 17:14.000,心脏
17:14.000 --> 17:15.780,心脏里面就是有
17:15.780 --> 17:16.800,那个十字
17:16.800 --> 17:17.840,十字
17:17.880 --> 17:19.160,十字
17:19.160 --> 17:21.200,那个十字
17:21.200 --> 17:23.000,当然是
17:23.000 --> 17:26.080,马金路德就是最重要的一个
17:26.080 --> 17:26.580,词汇
17:26.580 --> 17:28.120,但是你看就是在
17:28.120 --> 17:29.660,在外面的
17:29.660 --> 17:30.940,标志都是
17:30.940 --> 17:33.760,跟天主教的那个
17:33.760 --> 17:36.060,习惯就是完全一样
17:36.060 --> 17:38.100,比如说跟那个耶稣会
17:38.100 --> 17:40.660,耶稣会的那个标志
17:40.660 --> 17:43.220,是很同类的
17:43.220 --> 17:45.520,地图呢就是有两个地图
17:45.520 --> 17:47.840,下面的是就是
17:47.880 --> 17:53.000,是伊斯兰教就是绿色的
17:53.000 --> 17:54.800,还有那个
17:54.800 --> 17:58.120,当代的就是
17:58.120 --> 18:00.420,最开始的时候就是那个
18:00.420 --> 18:05.280,东正教就是那个希腊东正教
18:05.280 --> 18:06.820,上面应该
18:06.820 --> 18:11.180,还有就是这里是白白的但是这是
18:11.180 --> 18:12.720,第三
18:12.720 --> 18:15.020,第三中国嘛就是
18:15.020 --> 18:17.060,莫斯科的那个
18:17.060 --> 18:17.840,嗯
18:17.840 --> 18:21.680,东正教
18:21.680 --> 18:23.980,后来就是那个
18:23.980 --> 18:26.280,1492年以后
18:26.280 --> 18:29.360,就是那个
18:29.360 --> 18:33.200,整个西班牙和
18:33.200 --> 18:35.760,葡萄牙就是回归
18:35.760 --> 18:39.600,天主教的以后
18:39.600 --> 18:40.880,黄色的
18:40.880 --> 18:46.760,都是天主教地区
18:46.760 --> 18:47.540,这里呢
18:47.540 --> 18:51.640,哦
18:51.640 --> 18:53.180,这里就是
18:53.180 --> 18:55.740,这个地图就是给
18:55.740 --> 18:56.760,给你们看
18:56.760 --> 18:58.800,Martin Luther
18:58.800 --> 19:02.640,的时代或者稍微以后
19:02.640 --> 19:03.920,在
19:03.920 --> 19:05.200,欧洲的
19:05.200 --> 19:08.540,就是分布
19:08.540 --> 19:09.560,橙色的
19:09.560 --> 19:10.840,地区
19:10.840 --> 19:13.140,都是属于那个
19:13.140 --> 19:14.680,卢德总
19:14.680 --> 19:16.220,蓝色的
19:16.220 --> 19:17.500,是
19:17.500 --> 19:21.600,另外一个就是系统就是那个Calvin
19:21.600 --> 19:24.920,Calvin教就是特别在瑞士
19:24.920 --> 19:27.480,还有在
19:27.480 --> 19:30.300,在就是荷兰
19:30.300 --> 19:32.600,荷兰北部
19:32.600 --> 19:33.880,瑞士西部
19:33.880 --> 19:36.180,好像是教尔文嘛
19:36.180 --> 19:37.720,John Clavin
19:37.720 --> 19:38.740,对吧
19:38.740 --> 19:40.280,对呀对对对
19:40.280 --> 19:42.580,Calvin对对对
19:42.580 --> 19:45.140,他是他原来
19:45.140 --> 19:46.420,他原来是啊
19:46.420 --> 19:47.200,啊啊啊啊啊啊啊啊啊啊
19:47.200 --> 19:48.220,他原来是法国人
19:48.220 --> 19:49.500,可以说是法国人
19:49.500 --> 19:50.740,因为那时候啊
19:50.740 --> 19:53.080,那个瑞士
19:53.080 --> 19:54.620,还是不算是存在的
19:54.620 --> 19:55.400,但是啊
19:55.400 --> 19:58.460,那个瑞士的那个
19:58.460 --> 20:00.000,存在的
20:00.000 --> 20:03.080,就是
20:03.080 --> 20:06.140,基本原则是为了保护
20:06.140 --> 20:08.700,就属于那个
20:08.700 --> 20:10.500,罗马帝国
20:10.500 --> 20:12.280,还有那个法国
20:12.280 --> 20:14.340,的
20:14.340 --> 20:15.360,就是
20:15.360 --> 20:17.160,宗教改革的
20:17.160 --> 20:23.820,因为就是理论上他们都是非法的
20:23.820 --> 20:32.200,就是所以他们就是开始造成一个新的那个国家
20:32.200 --> 20:34.000,就是那个瑞士
20:34.000 --> 20:37.860,荷兰北部也是完全一样
20:37.860 --> 20:43.880,因为他们那时候也算是西班牙的一个殖民地
20:43.880 --> 20:45.880,就是他们属于西班牙
20:45.880 --> 20:52.780,西班牙是完全百分之百是天主教的一个国家
20:52.780 --> 20:59.300,所以他们开始把就是他们自己的宗教改革者
20:59.300 --> 21:04.880,就是他们开始就是压迫他们
21:04.880 --> 21:06.760,英国一样
21:06.760 --> 21:10.360,就是在英国有就是你们都知道
21:10.360 --> 21:14.540,那个英格兰的就是那个宗教改革的故事
21:14.540 --> 21:15.560,苏格兰有
21:15.560 --> 21:16.580,他自己的故事
21:16.580 --> 21:22.380,就是他们很苏格兰的那个新教和荷兰瑞士的
21:22.380 --> 21:31.260,还有法国的那个宗教改革是有同样的原则
21:31.260 --> 21:36.000,但是我们现在看的是那个村子的地区
21:36.000 --> 21:40.260,因为他们就是除了这一部分以外
21:40.260 --> 21:42.220,他们都是北欧的
21:42.220 --> 21:45.300,他们都是就是德国中部
21:45.560 --> 21:49.220,还有那个北欧的地区
21:49.220 --> 21:53.760,这个地区一直到现在都是鲁德宗的
21:53.760 --> 21:55.720,就是他们他没有改变
21:55.720 --> 21:58.960,然后有好多战争
21:58.960 --> 22:01.680,就是十六世纪的战争
22:01.680 --> 22:06.440,十五世纪的那个战争已经是存在的
22:06.440 --> 22:10.900,但是十六世纪的十七世纪的那个战争
22:10.900 --> 22:14.160,是宗教类的一种那个战争
22:14.160 --> 22:15.400,但是不一定是宗教类的战争
22:15.400 --> 22:15.540,但是不一定是宗教类的一种那个战争
22:15.560 --> 22:16.320,但是不一定是宗教类的战争
22:16.320 --> 22:20.420,但是不一定是宗教类的战争
22:20.420 --> 22:25.280,那些原因完全是宗教的
22:25.280 --> 22:33.480,非常重要的一部分就是农民的就是经济情况
22:33.480 --> 22:39.360,因为他们越来越多就是在就是经过那个宗教改革
22:39.360 --> 22:45.400,因为他们越来越多就是在就是经过那个宗教改革
22:45.400 --> 22:46.160,他们越来越多就是在就是经过那个宗教改革
22:46.160 --> 22:46.680,他们越来越多就是在就是经过那个宗教改革
22:46.680 --> 22:47.200,他们越来越多就是在就是经过那个宗教改革
22:47.200 --> 22:47.700,他们越来越多就是在就是经过那个宗教改革
22:47.700 --> 22:48.480,他们越来越多就是在就是经过那个宗教改革
22:48.480 --> 22:48.980,他们越来越多就是在就是经过那个宗教改革
22:48.980 --> 22:49.500,他们越来越多就是在就是经过那个宗教改革
22:49.500 --> 22:50.000,他们越来越多就是在就是经过那个宗教改革
22:50.000 --> 22:50.520,他们越来越多就是在就是经过那个宗教改革
22:50.520 --> 22:51.040,他们越来越多就是在就是经过那个宗教改革
22:51.040 --> 22:51.540,他们越来越多就是在就是经过那个宗教改革
22:51.540 --> 22:51.800,他们越来越多就是在就是经过那个宗教改革
22:51.800 --> 22:52.300,他们越来越多就是在就是经过那个宗教改革
22:52.300 --> 22:52.820,他们越来越多就是在就是经过那个宗教改革
22:52.820 --> 22:53.340,他们越来越多就是在就是经过那个宗教改革
22:53.340 --> 22:53.840,他们越来越多就是在就是经过那个宗教改革
22:53.840 --> 22:54.360,他们越来越多就是在就是经过那个宗教改革
22:54.360 --> 22:54.860,他们越来越多就是在就是经过那个宗教改革
22:54.860 --> 22:55.900,他们越来越多就是在就是经过那个宗教改革
22:55.900 --> 22:56.400,他们越来越多就是在就是经过那个宗教改革
22:56.400 --> 22:56.920,他们越来越多就是在就是经过那个宗教改革
22:56.920 --> 22:57.420,他们越来越多就是在就是经过那个宗教改革
22:57.420 --> 23:03.840,因为基本上是梵天驻以在欧洲的最后一段
23:03.840 --> 23:07.100,然后就是开始的时候
23:07.100 --> 23:13.240,我们的那个马丁·路德他就是指示农民
23:13.240 --> 23:16.620,他说他们当然有那个
23:16.620 --> 23:21.060,就是那个旗的权利
23:21.060 --> 23:33.660,但是他们这个旗就是慢慢的就是发展成一种
23:33.660 --> 23:37.580,用英文说是class warfare
23:37.580 --> 23:44.940,就是他们就是普通的那个社会阶级
23:44.940 --> 23:50.060,就是互相消灭
23:50.060 --> 23:50.740,就是
23:50.740 --> 23:51.040,就是
23:51.040 --> 23:51.060,就是
23:51.060 --> 23:52.320,由于
23:52.320 --> 23:55.100,不同阶级的人相互消灭
23:55.100 --> 23:55.380,OK
23:55.380 --> 23:57.220,对
23:57.220 --> 24:00.040,你有问题吗
24:00.040 --> 24:00.920,没有没有没有
24:00.920 --> 24:01.920,我就补充一下
24:01.920 --> 24:02.280,对
24:02.280 --> 24:04.680,那你就
24:04.680 --> 24:05.900,就是
24:05.900 --> 24:09.240,因为这一方面就是19世纪的时候
24:09.240 --> 24:09.840,有一个
24:09.840 --> 24:10.920,有两个人
24:10.920 --> 24:11.920,一个是马克思
24:11.920 --> 24:14.120,另外一个是那个弗里希·安根斯
24:14.120 --> 24:19.000,他们都跟马丁·路德的那个看法
24:19.000 --> 24:20.760,就是他们完全同意
24:20.760 --> 24:23.160,开始的那个看法
24:23.160 --> 24:23.960,因为他们说
24:23.960 --> 24:30.720,那就是那个农民战争
24:30.720 --> 24:36.120,基本上是就是新时代的一个标志
24:36.120 --> 24:42.300,但是我自己当然就是有
24:42.300 --> 24:48.060,也觉得他们有的时候是比较过分的
24:48.060 --> 24:50.740,就是同意的
24:50.740 --> 24:55.500,因为马丁·路德的看法基本上是神学家的一个看法
24:55.500 --> 25:03.980,他说他就他最有名的一个
25:03.980 --> 25:08.540,最有名的一个文章
25:08.540 --> 25:14.500,就是他自己写成的一种辩论
25:14.500 --> 25:20.720,这个辩论以后就是变成为95条论感
25:20.720 --> 25:24.440,然后他就是把他自己的想法
25:24.440 --> 25:30.120,就是把首先在自己的那个屌汤门口以外
25:30.120 --> 25:33.960,就是给大家看
25:33.960 --> 25:42.120,但是以后他也就是在很多就是跟他同意的出版社
25:42.120 --> 25:46.120,就是他们开始就是用各种
25:46.120 --> 25:48.920,就是各地语言
25:48.920 --> 25:50.120,比如说德国语言
25:50.120 --> 25:50.620,比如说德国语言
25:50.620 --> 25:50.720,比如说德国语言
25:50.720 --> 25:53.160,比如说德国的那个地方语言
25:53.160 --> 25:55.520,或者河南或者北欧
25:55.520 --> 26:06.280,就印书就是小的报纸类的文章
26:06.280 --> 26:12.560,然后他们就开始跟布马尼的农民
26:12.560 --> 26:16.640,影响到他们自己的那个社会
26:16.640 --> 26:20.620,关于社会改革的看法
26:20.620 --> 26:23.860,所以宗教改革和社会改革
26:23.860 --> 26:29.460,从头开始是两种就是同类的盘旺
26:29.460 --> 26:35.980,所以宗教改革和社会改革从头开始是两种就是同类的盘旺
26:35.980 --> 26:38.260,我们现在就是慢慢就是在中国
26:38.260 --> 26:41.460,因为经过马克思恩格斯
26:41.460 --> 26:50.460,我们一定会到中国明清代的那个最
26:50.460 --> 26:51.860,厄烈的那个就是情况的
26:51.860 --> 26:57.500,厄烈的那个就是情况的
26:57.500 --> 27:00.700,就是也有同样的那个农民气宜
27:00.700 --> 27:03.060,但是中国的那个农民气宜
27:03.060 --> 27:06.420,他们一般都有佛教的印象
27:06.420 --> 27:12.920,所以他们虽然这是一个非常大的
27:12.920 --> 27:17.260,从神学方面来说非常大的一个区别
27:17.260 --> 27:20.360,但是到我们现在这个世上
