Timestamps,Content
00:12:47.000 --> 00:13:17.000,那個黑白的一種，一片一個一個圖片，這是在德國，現在屬於那個爸爸臉就也是德國的皇帝就是那時候我的德國有一個在歐洲有一個羅馬帝國但是那個羅馬帝國最重要的人員，他們都在奧地利和德國他在那個城市
00:13:26.000 --> 00:13:56.000,皇帝還一般的人，他們都貴族最上面的一類人，他們就是聽馬丁路德的意見，然後他們他們覺得進改算是邪教不應該就是允許在天主教之內，還有在就是那個羅馬帝國之內他們就是有有有就是平常在一種一個地位，所以他們他們就是是如
00:14:16.000 --> 00:14:46.000,羅馬帝國就是羅馬帝國，就是爲那個他是一個非法的一個人員，所以他們的開始就是開始的時候他們就很讓他就是他們坐在監獄裏面然後他就是一個很就是德國總部的一個的報它在裏面就是寫很多很多關
00:14:48.000 --> 00:15:18.000,於那個新叫着很文章。羅馬天主教他們就是把很對，就是馬丁路德，他們看拆除就是它它是從那個教會的那個會計就是開除，的它就是不學從那時候一來就是一就是一五一七年以來他就是不算屬於填出標系統了
00:15:28.000 --> 00:15:58.000,然後還有另外一個非常重要的一個人員，他也他也他當代的人，他們都認爲美男他們兩個人他們是那個政宗教改革最重要的一哲學家我說哲學不是不說神學因爲。
00:16:01.000 --> 00:16:31.000,教會之內看的都是神學，但是在社會上很那個純粹的神學改變們就是社會上的的後果我馬上給你們一個很具體的例子所以梅蘭託還有還有在懸樓各個地方是屬於天主教的地方有就就是跟我們跟那
00:16:40.000 --> 00:17:01.000,個建築交很政府可以這樣所知，因爲納稅後，而且羅馬天主教是算是一個國家他們他們跟那個腳腳荒的政治制度就是很不滿。
00:17:01.000 --> 00:17:31.000,又變，就又跟上年就馬基督徒的標志就是一個就是個美美玫瑰，一個就是裏面有一個形象形象，裏面就是有有那個是是私自當然是馬丁路德就是最主要的一個詞，匯，但是你看就是在在外面的標志，都是跟天主教的那
00:17:42.000 --> 00:17:53.000,地土壤就是有兩個地，土地，下面的是就是很是伊斯蘭教就是綠色的。
00:17:53.000 --> 00:18:05.000,還有那個當代的就是最最開始的時候，就是那個東正角，就是那個希臘東正角。
00:18:05.000 --> 00:18:35.000,上面應該還有，就是這裏是白白的，但是這是第三第三，中國嘛，就是胡來就是那個一千四百九十二年以後就是那個阿整個西班牙和葡萄牙就是回歸天主教的以後黃色的都是天主教地區。
00:18:47.000 --> 00:18:51.000,這裏呢？我。
00:18:51.000 --> 00:19:21.000,這裏就是這個底圖就是給你們看們的時代，或者稍微以後在歐洲的就是分部城市的地區都是屬於那個呃，魯德總藍色的是另外一個就是系統，就是那個看病哈比較就是特別在瑞士還有在就是荷蘭阿
00:19:30.000 --> 00:19:33.000,荷蘭北部還瑞士西部。
00:19:33.000 --> 00:19:39.000,哦哦，就是加了文吧，就加我嘛呃。 John client對吧？
00:19:39.000 --> 00:19:40.000,哎對呀對對對是那個看餅隊對對對他，他他是他也他也來。
00:19:40.000 --> 00:19:51.000,對不對啊，剛剛說在這兒就是。
00:19:51.000 --> 00:19:52.000,那。
00:19:52.000 --> 00:20:22.000,他原來是國人，可以說是法國人，因爲那時候那個瑞士還是不算是存在的，但的就是們基本原則是爲了保護就是屬於那個羅馬帝國還有法國很們的就是宗教改革信徒們因爲就是理論上都是非法的就
00:20:24.000 --> 00:20:52.000,是很，們，所以他們就是開始啊。在造成一個新的國家，就是那個瑞瑞士，荷蘭北部這也是往前一樣，因爲他們那時候也算是在西班牙的一個殖民地就是他們屬於西班牙西班牙是完全百分之百而是天主教的一個國家
00:20:52.000 --> 00:21:22.000,所以他們開始把就是他們自己的宗教改革者，就是他們就是他們開始就是壓迫他們英國一樣，就是在英國有哎，就是你都知道那個英格蘭的就是那個宗教改革的故在蘇格蘭的那個新教和荷蘭瑞士的還有法國
00:21:23.000 --> 00:21:53.000,的那個很對這個宗教改革是就同樣的原則，但是我們現在看的是那個稱作的，地區因爲是他們的，就是除了這一部分以外他們都是北歐的他們都得到的地區，這個地區，一直到現在都是魯多種的就是他們沒有
00:21:55.000 --> 00:22:25.000,改變，然後就有好多戰爭，就是十六世紀的長城，是無時期的，那個是戰爭已經這次已經是存在的但是又是七十七十七世紀的那個戰爭，是主教類的一種一個戰爭，但是不一定是往前宗教那些原因完全是宗教的宗教的一
00:22:25.000 --> 00:22:55.000,非常重要的一部分，就是農民的就是經濟金礦，因爲他們越來越多，就是在們就是經過那個宗教改革以後在地區他他們就是僅心一種就是奇異所以這個時代，在德國是非常重要的一個時代，因爲基本上是捧天注意在歐洲的就是
00:23:53.000 --> 00:23:54.000,而不同規律的人相互消滅。 Ok。
00:23:54.000 --> 00:24:00.000,最後一很多們的那個就是只是農民，他說他們他們當然有那個，就是那個奇的一些權利但是他們他們啊，他當這這這個原因。
00:24:00.000 --> 00:24:01.000,沒有，沒有沒有，我就不同意啊？對，嗯。
00:24:01.000 --> 00:24:31.000,對有你，你有穩定嗎？好喔，那那你就就是因爲這一方面就是十六十的時候，有一個有兩個人一個是馬克思，另外一個是那個他們的他們都跟馬丁路德的那個看法就是他們完全同意開始的看法，因爲他們那就
00:24:38.000 --> 00:25:04.000,我自己也當然就是又很也覺得他們有的時候是比較過分的，就是很痛，你的因爲馬丁路德的看法基本上是神學點的一個看法他他說他他就他最有名的一個。
00:25:04.000 --> 00:25:14.000,這個有名的一一個文章，就是他自己寫唱的一種辯論。
00:25:14.000 --> 00:25:44.000,這個辯論以後，就是變成爲是就是無條輪港。然後他就是把他自己的想法就是把書現在自己的那個吊湯猛扣以外就是發就是給大家看但是以後他也就是在很多就是跟他同意的主辦冊就是他們開始就是用各或者北
00:25:55.000 --> 00:26:25.000,歐就就印書，因就是小的包之類的文章，然後他們就開始跟不滿意的農民堅強到他們自己的那個社會關於社會改革的看法所以宗教改革和社會改革從頭開始是兩中就是同類的盼望。
00:26:36.000 --> 00:27:06.000,我們現在就是慢慢就是在中國，因爲經過馬克思，恩格斯，我們的我們一定會到中國的明清代的那個在我們就是也要同樣的那個農民記憶但是中國的農民起他們一般都有佛教的印象所以他雖然這是一個非常
00:27:12.000 --> 00:27:42.000,大的，從學方面來說非常大的一個區別，但到就是十九世紀，到了中國的哎，盧德呃，教室，他們會看到同類你看這裏的那個農民戰爭和中國中國的那個農民對吧。
00:27:46.000 --> 00:27:52.000,你對不起啊？
00:27:52.000 --> 00:28:07.000,中國想下的金礦都差不多，所以他們很會理解農民就是想改良他們自己的那個生活情況。
00:28:07.000 --> 00:28:37.000,好，那這裏這個是上面，這是用坦提字寫的，就是我也給你們看那個簡體字，就是這個對你們來說就是大概就是簡單的，寫但是我給你們看就是們三個人物一個可以說是中國第一個魯德宗的教師他當然是比較那
00:28:42.000 --> 00:29:12.000,個他他的選到方法是比較比較，就是獨特的，就是有時候也說他是上蘋果英國人，的那個鴉片船就是進入中國然後就是用就是賣給鴉片的，方式，就是賣給就是西方的一種一個宗教對可以這樣的，人可以但是當然不是對的，因爲那時候
00:29:19.000 --> 00:29:49.000,就是有，就是西方和中國之間的交流是非常非常就是少的，所以它有用到傳單，當然是一個人的傳我們還有就是之前用到荷蘭人的船因爲他的開始的時候也在荷蘭非常有就是T他就開始學習這個如多宗的就是
00:29:50.000 --> 00:29:55.000,基本原則。
00:29:55.000 --> 00:30:25.000,虎拉們，這是最的一些阿們就是那個魯多種的們，就就是組織他他們就是學到會他們他們就他們大部分是德國人，開着我們包括現在在瑞士的個大會巴斯會基本上在瑞士。
00:30:29.000 --> 00:30:59.000,就是新教這一塊，這個就是一個教會這個教會，就是他有名的一個人，就是那個漢堡就是在在近年他是頂多的漢堡，他是漢商民還有一個德國人，他叫利勒吉就是下面的他們他們兩個人，他們都就他們跟我
00:31:09.000 --> 00:31:39.000,果是同樣同樣的一個方法，就是進入中國就是他們坐船，然後他們就只是鴉片。
00:31:43.000 --> 00:31:44.000,對。
00:31:44.000 --> 00:31:53.000,戰爭以後，他們他們也可以就是用那他們在那邊就是可以準備他們涉及到很們那個china就是那個中國的那個這個傳教傳教士事業他們很讓他們他們的地區他們來的那個地方他們都屬於那個
00:31:53.000 --> 00:32:23.000,北歐的那個。呃們橙色的地區，你看就是最上面的這一那時候還沒有德國，只是那個不是這裏有一個就是那個開始，的時候一個非常小的一個國家但是他們中國的那們那個在國時代，的那個在經過他們
00:32:25.000 --> 00:32:55.000,就慢慢把所有的德國就是降降額。德問的地區除了奧地利之外，們他們都把他就是變成他們自己那個國家的一部分們就最明顯的一個方面中也是他們從頭開始都是新教的所以他們也歡迎從整個歐洲特別從
00:33:01.000 --> 00:33:19.000,法國和比利時就是跑到就是新疆的地區，就是來來減至他們自己的國家因爲開始的，時候是非常窮，的一個國家。
00:33:19.000 --> 00:33:27.000,那時候最在北歐最有潛力的一個大帝國就是瑞典，瑞典和芬蘭。
00:33:27.000 --> 00:33:56.000,尼西只是一個國家，還有那個這一塊就是愛沙尼亞，他們屬於那個瑞典的大帝國，他們也是從土，開始算是新教的那個魯德宗的所以han， bad它是瑞典人，萊斯特德國的來就有交流。
00:33:56.000 --> 00:33:57.000,下面的就是那個把社會的，就是在瑞士的一個一個中心就是最大的一個建築。
00:33:57.000 --> 00:34:27.000,他們這個這個是就是那個人的社區，是那往北，就是我們進入那個新教的地區。
00:34:32.000 --> 00:35:02.000,所以從那時候一來，我們就就是很新的一個情況，這是開始的時候繼少人，他們的在港口就是那個比如說上海或者是步驟或者廈門遇到的就是這些已經就是個成爲基督教或者天主教的信徒他們一般以前也是信
00:35:13.000 --> 00:35:40.000,徒，這都是那個那個，也那個耶穌會或者天主教所有的那個教會到那個工作，然後他們就是把他們就是再次詭異，就是歸心後他們的成爲就是那個魯德種的人。
00:35:40.000 --> 00:36:10.000,對資力不優就是比較比較早的一個教會，就是無唱日演行道會那個他們就是在就是那個行，道會你看這一這個原來的名字是瑞典的傳教傳教會強調會的那個地位地區就是是整個中國但是我們很快會
00:36:14.000 --> 00:36:19.000,禮階安。
00:36:19.000 --> 00:36:49.000,田徑條約以後，這是一把，就是先放八年以後，他們在西部和南部的港口裏面的傳教士他們突然會就是他們允許去中國內地在中國內地他們跟別的國家的新教和鐵珠教的傳教士也有交流最重要的一個就是英國英格蘭的
00:36:52.000 --> 00:37:22.000,那個聯合會，中國的從那時候一來，歐洲所有的傳教士，那個新教的那個傳教士包括就是那個新議會那個劉德教盧得宗他們跟阿英格蘭的那個中國那基會就是有密切密切的那個關系，因爲他們那個那會是他們的組
00:37:43.000 --> 00:38:13.000,織，是最發達的，他們，他們在中國任何的一個地方都有，就是個就是他們自己的那個很啊，就是那個傳教中性非常重要的一個地方就是你而是現在的那個武漢漢口海洋和武昌瑞典的一直到現在就是能砍
00:38:14.000 --> 00:38:44.000,路得重的。我們交中心最明顯的是在這個地區就是瑞典的，但是還有諾委把馬上就是給你講我味道就是更多這裏我就是給你們寫下這是比較比較完整的一個就是很就就是一個每一個路得住，每個就是很新議會阿們的
00:38:49.000 --> 00:39:19.000,的的名稱，他們都是國外的，您看在這裏基本上就三種，一個是對，就是德國的，包括瑞士的那個把八四八四十八蘇惠因爲這個是巴林是柏林就是是柏林的就是呼來德國的首都安還有北歐的北歐國家包括
00:39:25.000 --> 00:39:46.000,幹買就是單買就是就是很就虛的一個例子，以後給你們講爲什麼是這樣給贏？一個是挪威還有點但是那時候？
00:39:46.000 --> 00:40:16.000,整個晚行世代，就是從一千八百一十七年以來，就是是很就是說家庭，式的時代就是一直到一千九百零五年他們兩個國家是他們有一個他們是演合起來的怎麼是一個國家他們有有兩個首都的一個國家他就是跟阿蘇格蘭和英
00:40:19.000 --> 00:40:49.000,格蘭知識的情況完全一樣，所以基本上挪威和瑞典的傳教士，他們都是一個國蘭，那時候就是屬於俄羅斯，就是一一千八一年以後就是也是就是有個講政治，是俄羅斯，和俄羅斯，演之前的，一個戰爭，所以他們突然就是屬於俄
00:40:52.000 --> 00:41:22.000,國，但是芬蘭的傳教士，他們都是寫信，那第三個方面，這是很牛，取，這是美國但是北美那時候並不是就是講英文的美國人他們都講北歐的，語言爲什麼是講因爲那時候有很多人就是他們離開他們離開北歐因
00:41:26.000 --> 00:41:31.000,北歐的國家。那時候還是比較窮，都是農就是農村多的地方。
00:41:31.000 --> 00:42:01.000,所以我們有的時候就是都簡直是非常冷的時候。有好多人，他們就是他們餓死了，他們真的，餓死所以給一個例子，就是一千九百年就是瑞典們也不知道也是挪威的但是我估計在挪威的情況也是從這個呃，魯煒。
00:42:10.000 --> 00:42:40.000,和瑞典的人口三分之一都移民美國，他們都去那個密西根，就是那個大戶地區，然後在那些地區，突然有魯特衆多的就是教會這些教會他們也派人就是往中國所就是得過背部完全的養他們也是就是排經過美
00:42:42.000 --> 00:42:50.000,國經過，這是北美往中國的那個傳教士，這是歷史上非正右區的一個例子啊。
00:42:50.000 --> 00:43:18.000,對，所以這裏只是挪威和瑞典的國企敏感，就是跟贏過的那個國旗就是都差不多就是因爲是眼科技來的，一個國家還有丹麥還有然本來是屬於那社會屬於俄國這個德國很一千八百七十一年你錢，這是不是存在的，
00:43:18.000 --> 00:43:48.000,最大的一個一塊地區都是這個這個，他們都是那個本上是有着重的一個地區，然後德國南部有天主教的然後在北部多大部分深入的增長包括就是那個瑞士的北部和西部他們多大部分也是魯德宗的不是路者總是那個
00:43:50.000 --> 00:43:53.000,看病是新叫的。
00:43:53.000 --> 00:44:11.000,Am好，所以他們我們最我們經常會見到文獻是用短文線的，只是在後面就是有柏林一千九百零一年就是出版了。
00:44:11.000 --> 00:44:41.000,一個就是就是一個創交期刊，在作變的是那個馬的的you。
00:45:10.000 --> 00:45:40.000,只是啊，欸以新就基本上是就是大經過的那個形式就是就是民國民國時期的一個地圖這個你們看就是哎，如得重在什麼地方會有就是基本上在在這一地區就是在俄不行我們。
00:45:41.000 --> 00:45:47.000,就是我們在湖北，湖南啊。
00:45:47.000 --> 00:46:17.000,也還有一塊就是一小塊在河南啊呃，以一還有稍微就是我往西，就是在重慶重慶一西啊，但是很重要也有在內蒙古內蒙古就是不同的地方，還有甘肅寧夏就是這些地在當然那時候就是信徒很少在教室
00:46:23.000 --> 00:46:53.000,也是比較少的，所以對於當代的傳教士來說，經常有一個好處，因爲他們沒有那個進障就是沒有別的傳教士這個幹涉他們自己的工作很的特別是瑞典的傳教士他們看他們就是很傾向在就是內蒙古還有在就是新疆就
00:46:54.000 --> 00:47:02.000,是開始就是不對。嗯。
00:47:02.000 --> 00:47:32.000,在這裏就是給你們寫下他們他們的地區，你看就是那個很像錯案，就是你您看你們跟中國的那個地圖比較很熟悉的人你們會知道就是在地圖上的很就是那個不地地區大概在什麼地方這是有一個河。
00:47:37.000 --> 00:47:55.000,阿江，新疆就是新疆，這一次對我們還有一小部分在顛，就是在在雲南，但是但是大部分就是在中部和北部。
00:47:55.000 --> 00:48:20.000,好的，我快降完就是我，我我給你講，就是後來在在中國發展，還有那個新疆，特別是那個路中在們在這個世界上，各個地方的影響但是特別在北歐。
00:48:20.000 --> 00:48:50.000,他。所以看那個錦濤最最最後的二二十年左右。嗯，廣西選通到那個年代，我們會看最重要的傳教士傳傳教會他們的他們仍然是躲過北部和就是因爲就是北歐還還有一些就是就是美國就是去去中國的但是他們
00:49:00.000 --> 00:49:30.000,也是慢慢丟變創本地化的一種，教會在很多地方中就是中國的本地人的地位就是越來越重要的越來越重要的一會是很難那時候，我們可以說這是信息教就是那個路中在在中國的本地化，在在上，面下面就是當然是德國
00:49:33.000 --> 00:50:03.000,人在聽到就是蓋着一個小康，就是我看是整個中國只是最大的一個教堂，他所以他們從外面來說他們他們當然就是他們的印象就是不少您看在子裏就是是這個是很有有有二十五個不同的那把中國就是分
00:50:17.000 --> 00:50:47.000,開不通的那個教區，這些教區就是對以後的那個發展者，特別是那個上會知道就是阿西叫叫叫那個那個角度在就是他們懂在什麼地方啊，有一個問題，就是是傳銷式的普通民族背景所以他的意思是他們經常
00:50:51.000 --> 00:51:18.000,就是不弄，就是聽不懂互相的語言。所以如果他們是丹麥人，他們當然就是可不可以回學會那個瑞典和德語，但是他們警察，就是也不在他們也不算是語，語，言，學講所以他們學學習，的語言，越來越多，是中文所以他們他們
00:51:18.000 --> 00:51:27.000,他們那個本土化，也也也也就是影響到他們自己的那個認同。
00:51:27.000 --> 00:51:57.000,對，同時採用新意爲是，所以他們他從那時候就是那個魯得重，就是不是就不是平常就是用着一種詞，在在中文就是那個那個新意就是改開是更多這是用對然後就是這個他們就是他那個羅德聰就是那個新
00:52:00.000 --> 00:52:08.000,一州，他們，他們設立一個就是中心，那個。中新社美國人，芬蘭的人和挪威人。
00:52:08.000 --> 00:52:10.000,這是凱的。
00:52:10.000 --> 00:52:18.000,一千九百零一年有個非常就是中藥的一個大使，就是那個一和團。
00:52:18.000 --> 00:52:48.000,這個我們義和義和團就是對基尼教這個最呃。大的。影響是他們基本上教他們不允許就是依靠國外的，就是無視因爲在全個就是中國只有一個國家會議，就是派人就是派兵隊保護他們的傳教士知識德國德國
00:52:58.000 --> 00:53:23.000,就是他們。然後就是在中國任何的一個地方，就是他們有非常重要的一個地位，但是一直到第一們第一次世界大戰戰爭因爲以後躲過的那個就是就是殖民地就是突然沒有了。
00:53:23.000 --> 00:53:37.000,然後快到了能夠只會一些很的圖片，就是你看在作變就是由一個就是個學校，就是。
00:53:37.000 --> 00:54:07.000,二十年基本上是就是民國時期民國時期悉尼教會跟就是左右的國外的那個教會一樣，他們就一個新的方向這個返鄉是不太照就是新的那個信徒但是一定要主張我們就是那個醫療醫療，你看在右邊就是由武漢的
00:54:10.000 --> 00:54:40.000,一個非常重要的一個醫院的。在漢國，就是在就是在三三個，原來就是三個地方，都是傳教，士，都不一定是們是那個路，得重的但是瑞典和德國人的那個悉尼教會他們也在參加那個就是那個醫療，醫藥，方，法就是醫藥傳銷
00:54:41.000 --> 00:55:11.000,方，法，左邊是就是是教會，就是這是交易交易的一個例子，就是一個兒子，就是自蒙學就是這樣，基督教的那個我們我們小學可以去玩，社科，小學，但是他們在中學大學，他們也參加這個教育就是失業，很大對這個你們可以
00:55:15.000 --> 00:55:44.000,看在子裏就是很很一直到現在，這個這個醫院就是還是存在的，但是就是原來的議員當然就是是現在是一種一個博物館後來就是在這方面是比較比較有趣，的就是基本上就是中華人民共和國共和國之前我就以挪威的
00:55:44.000 --> 00:56:04.000,就是在這個駐華最後的一個傳教中心，就是在長沙，這就是長沙地區，就是這裏也有一個醫院還有一個告中所以就是還有一個師範。
00:56:04.000 --> 00:56:32.000,學院。所以你看，這是新一的傳教士，他們的條款方法跟別的傳教傳教士全教會一樣，我們概念，就是從就是神學從宗教就是主張宗教的到主張教育和醫藥。
00:56:32.000 --> 00:57:02.000,大會不給你一些意志知識下一大就是基本上是從一千九百四十九年以來接線在中國國內就是中國大陸之內當然有一個上市政策們以後就是從那時候一來那個新一調就是屬於那個新的就是那個基督教的的的那個組織很
00:57:03.000 --> 00:57:33.000,但是在臺灣，在香港，在就是在慢慢也馬來西亞，就是在就是有基督教的對對就是華人的地區很他們還是存在的所以這些名字都是例子就是你可以給你可以看這是原來在中國大陸也有但是比如說德國的那個海
00:57:33.000 --> 00:57:59.000,但是他們現在就是如果是講外語的話，是一女，就是他們，他們原來的那個關系，就是現在就是不存在的但是多大部分都是本地化的，都是中國人，的好，那我我現在就是給你一個欸，這是也是一個在這裏也是一個
00:57:59.000 --> 00:58:29.000,建體制的版本。你們先看就是右邊，右邊就是那個，不是教，這是這是一個在新教天主教的我們一千九百六十年代以來的一個趨勢這是他們的就是把表彰就是表彰上就是他們就是一個一個傳就是傳上有一個識
00:58:33.000 --> 00:59:03.000,字，這這想出來的地方很主要，以前聽說只是就是就是被開出的一個地方就是的，所以他他他們就是從就是六十年代，以來他們天主教和新教他們開始慢慢就是把就是分開的方，面就是多都放就是他們在這他們
00:59:12.000 --> 00:59:41.000,認爲是次要的，不是不是最重要的方面，他們都是屬於那個基督教，這是世界上的那個基督教們英文名字是是是是希拉字，是非常重要的一個概念，基本上是就是從自由和兵就是公益的基礎，上就是他們他們他們想就
00:59:41.000 --> 01:00:10.000,是給就是個改，改成一個新的一種一個大社會，那個大社會大，檔案的也是一個大大教會，兩個例，子，在這裏就是第一個是那個省，三就是有以後就是給你就是天主教的，那個意見他們認爲不也有一點那個一段就是
01:00:10.000 --> 01:00:34.000,那個就是邪教這方面，因爲因對就是很中的那個天主教徒來說，建築那個新意來說他們交易來說他們的他們都是。
01:00:34.000 --> 01:00:47.000,但他們都是季度耶穌基督的，那就是本省外的一回事。
01:00:47.000 --> 01:01:17.000,但是信教他們信教徒，他們一般就是認爲是就是標志上就是那個的一個意思。
01:01:22.000 --> 01:01:23.000,呃，那跟你說我。
01:01:23.000 --> 01:01:27.000,這個那個省地就是那個就是往前裏養，就是他們。但是天主角他們一直到現在就是還是那個支持就是那個個普世價值的趨向好安安快把大就是就是你講就是那個路得住就是到在北歐的一項你看你看就
01:01:27.000 --> 01:01:31.000,就用上一塊兒也去。
01:01:31.000 --> 01:02:01.000,是在這裏是這個貧農，就是這非常窮的農民在在生活或者一個這個土化就是拜拜路透社就是路透社就是綁住把非常熊到喝這是就是比基本上就是封建注意的一種那個社會變成一個福利國家的那個概念，福利
01:02:08.000 --> 01:02:34.000,國家就是在選個北歐是非常普遍的一個概念，然後社會穩定就是那個穩定的那個社會也是非常重要的因爲這樣就是那個法國革命之前在北歐有一個就是魯德宗的一種革命。
01:02:34.000 --> 01:02:53.000,他們雖然一直到現在都汪和就是是國潮就是，但是他們是在貴族，但是他們的地位就是是民族化的民主化的。
01:02:53.000 --> 01:03:23.000,阿基尼教它，也就是從頭開始主張免費大衆教育，所以他們以後在中國就是檢測到中學和大學那個是發大學他們他們都是用同樣的規則就檢測起來就是是免費或者非常便宜的給大家就是老百姓就是那個教育的意
01:03:24.000 --> 01:03:54.000,思教育的機會，這是非常重要的，包括就是說，能就是讀書，就是因爲讀書的人他們也會讀那個神這是馬丁路德這基本上這一個這個他太太嚴厲，的很好，我就是對對對但是但是他在我開始的時候也跟你們說馬
01:03:55.000 --> 01:04:25.000,丁路德，他他也給每一個國望那個一個選你那個權力是八，是爲，就是我爲人民的那個們我說的，是那個道德，健康，是比較比較復雜的一個概念，但是基本上就是他們就是開除邪教的那個這個權利還有一直到
